,Customer,Agent,SalesAgentEmailID,ContactEmailID,Stage,Product,Close_Value,Created Date,Close Date
2485,dambase,Jonathan Berthelot,jonathan@piedpiper.com,darwin@dambase.com,Lost,GTX Basic,,2017-04-24 00:00:00,2017-11-10 00:00:00
2486,Codehow,Gladys Colclough,gladys@piedpiper.com,justine@codehow.com,Lost,GTXPro,589,2017-04-24 00:00:00,2017-05-06 00:00:00
2487,Finjob,Vicki Laflamme,vicki@piedpiper.com,belinda@finjob.com,Won,MG Special,56,2017-04-25 00:00:00,2017-09-30 00:00:00
2488,Funholding,Lajuana Vencill,lajuana@piedpiper.com,ying@funholding.com,Won,MG Special,50,2017-04-25 00:00:00,2017-09-12 00:00:00
2489,Domzoom,Gladys Colclough,gladys@piedpiper.com,tanja@domzoom.com,Won,GTX Plus Basic,1055,2017-04-25 00:00:00,2017-05-13 00:00:00
2490,Zoomit,Vicki Laflamme,vicki@piedpiper.com,laveta@zoomit.com,Won,MG Advanced,3718,2017-04-25 00:00:00,2017-07-23 00:00:00
2491,Ontomedia,Violet Mclelland,violet@piedpiper.com,nedra@ontomedia.com,Won,MG Special,48,2017-04-25 00:00:00,2017-07-08 00:00:00
2492,Nam-zim,Kary Hendrixson,kary@piedpiper.com,garfield@nam-zim.com,Won,MG Special,66,2017-04-25 00:00:00,2017-12-08 00:00:00
2493,Rangreen,Marty Freudenburg,marty@piedpiper.com,darrel@rangreen.com,Won,MG Special,54,2017-04-25 00:00:00,2017-06-02 00:00:00
2494,Scottech,Versie Hillebrand,versie@piedpiper.com,edison@scottech.com,Lost,MG Special,4514,2017-04-25 00:00:00,2017-09-25 00:00:00
2495,Hatfan,Maureen Marcano,maureen@piedpiper.com,tyron@hatfan.com,In Progress,GTX Basic,1037,2017-04-25 00:00:00,2017-11-03 00:00:00
2496,Green-Plus,Elease Gluck,elease@piedpiper.com,lavone@green-plus.com,Won,MG Special,,2017-04-25 00:00:00,2017-12-19 00:00:00
2497,Konex,Boris Faz,boris@piedpiper.com,delila@konex.com,In Progress,GTXPro,1000,2017-04-25 00:00:00,2017-10-15 00:00:00
2498,Hottechi,Kami Bicknell,kami@piedpiper.com,juliette@hottechi.com,Lost,GTX Plus Basic,1014,2017-04-25 00:00:00,2017-11-13 00:00:00
2499,Doncon,Maureen Marcano,maureen@piedpiper.com,jackie@doncon.com,In Progress,MG Special,3393,2017-04-25 00:00:00,2017-12-12 00:00:00
2500,Conecom,Jonathan Berthelot,jonathan@piedpiper.com,ivory@conecom.com,Won,GTX Basic,530,2017-04-25 00:00:00,2017-07-14 00:00:00
2501,Stanredtax,Gladys Colclough,gladys@piedpiper.com,candice@stanredtax.com,Lost,MG Advanced,500,2017-04-25 00:00:00,2017-08-26 00:00:00
2502,Blackzim,Zane Levy,zane@piedpiper.com,riley@blackzim.com,Won,GTXPro,5196,2017-04-25 00:00:00,2017-06-14 00:00:00
2503,Plussunin,Rosie Papadopoulos,rosie@piedpiper.com,terry@plussunin.com,Won,GTXPro,4566,2017-04-25 00:00:00,2017-11-18 00:00:00
2504,Plussunin,Daniell Hammack,daniell@piedpiper.com,terry@plussunin.com,Lost,MG Advanced,53,2017-04-26 00:00:00,2017-12-07 00:00:00
2505,Massive Dynamic,Violet Mclelland,violet@piedpiper.com,gertrude@massivedynamic.com,Won,GTX Basic,533,2017-04-26 00:00:00,2017-05-02 00:00:00
2506,Betatech,Lajuana Vencill,lajuana@piedpiper.com,genie@betatech.com,Won,MG Advanced,2904,2017-04-26 00:00:00,2017-11-27 00:00:00
2507,Initech,Cassey Cress,cassey@piedpiper.com,alejandro@initech.com,Won,GTX Basic,542,2017-04-26 00:00:00,2017-09-08 00:00:00
2508,Green-Plus,Elease Gluck,elease@piedpiper.com,lavone@green-plus.com,Lost,MG Special,,2017-04-26 00:00:00,2017-12-29 00:00:00
2509,dambase,Moses Frase,moses@piedpiper.com,darwin@dambase.com,Won,MG Advanced,3714,2017-04-26 00:00:00,2017-08-09 00:00:00
2510,Zathunicon,Boris Faz,boris@piedpiper.com,williemae@zathunicon.com,Lost,GTX Basic,4514,2017-04-26 00:00:00,2017-08-04 00:00:00
2511,Genco Pura Olive Oil Company,Anna Snelling,anna@piedpiper.com,karole@gencopuraoliveoilcompany.com,Lost,MG Advanced,50,2017-04-26 00:00:00,2017-10-26 00:00:00
2512,Streethex,Darcel Schlecht,darcel@piedpiper.com,junko@streethex.com,Won,GTX Plus Basic,1028,2017-04-26 00:00:00,2017-07-18 00:00:00
2513,Singletechno,Markita Hansen,markita@piedpiper.com,tambra@singletechno.com,Lost,MG Special,517,2017-04-26 00:00:00,2017-11-29 00:00:00
2514,Zencorporation,Reed Clapper,reed@piedpiper.com,rosalyn@zencorporation.com,Lost,GTX Plus Basic,561,2017-04-26 00:00:00,2017-11-12 00:00:00
2515,Cheers,Hayden Neloms,hayden@piedpiper.com,robbie@cheers.com,Won,MG Advanced,3363,2017-04-26 00:00:00,2017-10-13 00:00:00
2516,Sumace,Marty Freudenburg,marty@piedpiper.com,ursula@sumace.com,In Progress,GTXPro,903,2017-04-26 00:00:00,2017-06-15 00:00:00
2517,Ontomedia,Reed Clapper,reed@piedpiper.com,nedra@ontomedia.com,Lost,GTXPro,1180,2017-04-26 00:00:00,2017-12-04 00:00:00
2518,Dontechi,Boris Faz,boris@piedpiper.com,kristle@dontechi.com,In Progress,GTX Basic,,2017-04-26 00:00:00,2017-10-30 00:00:00
2519,Nam-zim,Hayden Neloms,hayden@piedpiper.com,garfield@nam-zim.com,Lost,GTX Plus Basic,57,2017-04-26 00:00:00,2017-05-04 00:00:00
2520,Inity,Darcel Schlecht,darcel@piedpiper.com,palmira@inity.com,Lost,GTXPro,2000,2017-04-26 00:00:00,2017-06-04 00:00:00
2521,Lexiqvolax,James Ascencio,james@piedpiper.com,darryl@lexiqvolax.com,Won,GTX Plus Pro,6932,2017-04-26 00:00:00,2017-09-27 00:00:00
2522,Scotfind,Markita Hansen,markita@piedpiper.com,gordon@scotfind.com,Won,MG Special,60,2017-04-27 00:00:00,2017-07-16 00:00:00
2523,Finhigh,Cassey Cress,cassey@piedpiper.com,mellie@finhigh.com,In Progress,GTX Plus Pro,49,2017-04-27 00:00:00,2017-08-08 00:00:00
2524,Xx-zobam,Boris Faz,boris@piedpiper.com,vanessa@xx-zobam.com,Lost,GTX Basic,53,2017-04-27 00:00:00,2017-10-12 00:00:00
2525,Mathtouch,Violet Mclelland,violet@piedpiper.com,loise@mathtouch.com,Won,GTX Plus Basic,941,2017-04-27 00:00:00,2017-07-10 00:00:00
2526,Hatfan,Zane Levy,zane@piedpiper.com,tyron@hatfan.com,Won,GTXPro,,2017-04-27 00:00:00,2017-08-11 00:00:00
2527,Treequote,Moses Frase,moses@piedpiper.com,benny@treequote.com,Won,MG Advanced,3025,2017-04-27 00:00:00,2017-11-04 00:00:00
2528,Scotfind,Kary Hendrixson,kary@piedpiper.com,gordon@scotfind.com,Lost,GTX Basic,1054,2017-04-27 00:00:00,2017-11-11 00:00:00
2529,Blackzim,Kami Bicknell,kami@piedpiper.com,riley@blackzim.com,Won,GTX Plus Pro,4755,2017-04-27 00:00:00,2017-05-23 00:00:00
2530,Scotfind,Kary Hendrixson,kary@piedpiper.com,gordon@scotfind.com,Won,GTX Plus Pro,5698,2017-04-27 00:00:00,2017-11-01 00:00:00
2531,Hatfan,Markita Hansen,markita@piedpiper.com,tyron@hatfan.com,Lost,GTX Basic,1026,2017-04-27 00:00:00,2017-12-14 00:00:00
2532,Donware,Cassey Cress,cassey@piedpiper.com,eleonore@donware.com,Won,GTX Basic,614,2017-04-27 00:00:00,2017-10-01 00:00:00
2533,Labdrill,Kary Hendrixson,kary@piedpiper.com,halley@labdrill.com,Won,MG Special,69,2017-04-27 00:00:00,2017-12-11 00:00:00
2534,Kan-code,Corliss Cosme,corliss@piedpiper.com,kenton@kan-code.com,Won,GTX Plus Basic,,2017-04-27 00:00:00,2017-10-25 00:00:00
2535,Ganjaflex,Corliss Cosme,corliss@piedpiper.com,somer@ganjaflex.com,Won,GTXPro,4230,2017-04-27 00:00:00,2017-11-03 00:00:00
2536,Funholding,Jonathan Berthelot,jonathan@piedpiper.com,ying@funholding.com,Won,GTX Basic,624,2017-04-27 00:00:00,2017-12-20 00:00:00
2537,Ontomedia,Daniell Hammack,daniell@piedpiper.com,nedra@ontomedia.com,In Progress,GTX Plus Pro,492,2017-04-27 00:00:00,2017-10-25 00:00:00
2538,Opentech,Cassey Cress,cassey@piedpiper.com,paola@opentech.com,Won,MG Advanced,3407,2017-04-27 00:00:00,2017-12-28 00:00:00
2539,Ganjaflex,Reed Clapper,reed@piedpiper.com,somer@ganjaflex.com,Won,GTXPro,4649,2017-04-27 00:00:00,2017-08-28 00:00:00
2540,Scotfind,Hayden Neloms,hayden@piedpiper.com,gordon@scotfind.com,Lost,MG Advanced,4514,2017-04-27 00:00:00,2017-05-28 00:00:00
2541,Zencorporation,Reed Clapper,reed@piedpiper.com,rosalyn@zencorporation.com,Won,MG Advanced,3203,2017-04-27 00:00:00,2017-04-29 00:00:00
2542,Xx-zobam,Rosalina Dieter,rosalina@piedpiper.com,vanessa@xx-zobam.com,In Progress,MG Special,300,2017-04-27 00:00:00,2017-12-04 00:00:00
2543,Cheers,James Ascencio,james@piedpiper.com,robbie@cheers.com,Won,GTXPro,4991,2017-04-27 00:00:00,2017-10-29 00:00:00
2544,Donquadtech,Boris Faz,boris@piedpiper.com,malissa@donquadtech.com,Won,GTX Plus Pro,5743,2017-04-28 00:00:00,2017-09-28 00:00:00
2545,Opentech,Kami Bicknell,kami@piedpiper.com,paola@opentech.com,In Progress,GTX Basic,561,2017-04-28 00:00:00,2017-05-02 00:00:00
2546,Rundofase,Cecily Lampkin,cecily@piedpiper.com,crista@rundofase.com,Won,GTX Plus Basic,1184,2017-04-28 00:00:00,2017-04-28 00:00:00
2547,Sunnamplex,Vicki Laflamme,vicki@piedpiper.com,maxie@sunnamplex.com,Won,MG Advanced,3367,2017-04-28 00:00:00,2017-06-29 00:00:00
2548,Conecom,Jonathan Berthelot,jonathan@piedpiper.com,ivory@conecom.com,Won,GTX Plus Basic,,2017-04-28 00:00:00,2017-07-13 00:00:00
2549,Treequote,Wilburn Farren,wilburn@piedpiper.com,benny@treequote.com,In Progress,MG Special,5169,2017-04-28 00:00:00,2017-08-12 00:00:00
2550,Zumgoity,Maureen Marcano,maureen@piedpiper.com,israel@zumgoity.com,In Progress,MG Special,3393,2017-04-28 00:00:00,2017-11-02 00:00:00
2551,Groovestreet,Markita Hansen,markita@piedpiper.com,natisha@groovestreet.com,Won,MG Special,45,2017-04-28 00:00:00,2017-11-02 00:00:00
2552,Streethex,Moses Frase,moses@piedpiper.com,junko@streethex.com,Won,MG Special,53,2017-04-28 00:00:00,2017-10-24 00:00:00
2553,Warephase,Marty Freudenburg,marty@piedpiper.com,elisa@warephase.com,Won,GTX Basic,517,2017-04-28 00:00:00,2017-09-17 00:00:00
2554,Conecom,Darcel Schlecht,darcel@piedpiper.com,ivory@conecom.com,Lost,GTX Plus Basic,1014,2017-04-28 00:00:00,2017-12-06 00:00:00
2555,Konmatfix,Gladys Colclough,gladys@piedpiper.com,ivana@konmatfix.com,Lost,GTX Plus Basic,3284,2017-04-28 00:00:00,2017-08-07 00:00:00
2556,Gekko & Co,Violet Mclelland,violet@piedpiper.com,krystle@gekko&co.com,Won,MG Special,56,2017-04-28 00:00:00,2017-05-01 00:00:00
2557,Betasoloin,Wilburn Farren,wilburn@piedpiper.com,danilo@betasoloin.com,Lost,GTX Plus Pro,,2017-04-28 00:00:00,2017-12-28 00:00:00
2558,Bioholding,Versie Hillebrand,versie@piedpiper.com,bryan@bioholding.com,Lost,MG Special,500,2017-04-28 00:00:00,2017-07-30 00:00:00
2559,Bioholding,Darcel Schlecht,darcel@piedpiper.com,bryan@bioholding.com,In Progress,GTX Plus Basic,300,2017-04-28 00:00:00,2017-05-29 00:00:00
2560,Labdrill,Lajuana Vencill,lajuana@piedpiper.com,halley@labdrill.com,In Progress,GTX Plus Pro,492,2017-04-28 00:00:00,2017-07-22 00:00:00
2561,Xx-holding,Versie Hillebrand,versie@piedpiper.com,shemeka@xx-holding.com,In Progress,MG Special,4631,2017-04-28 00:00:00,2017-12-11 00:00:00
2562,Cancity,Kami Bicknell,kami@piedpiper.com,faviola@cancity.com,In Progress,MG Special,3180,2017-04-28 00:00:00,2017-09-27 00:00:00
2563,Gekko & Co,Donn Cantrell,donn@piedpiper.com,krystle@gekko&co.com,Won,GTX Basic,602,2017-04-28 00:00:00,2017-08-30 00:00:00
2564,Plusstrip,Kary Hendrixson,kary@piedpiper.com,deanne@plusstrip.com,Won,MG Special,59,2017-04-28 00:00:00,2017-05-11 00:00:00
2565,Goodsilron,Kami Bicknell,kami@piedpiper.com,claribel@goodsilron.com,Won,GTX Plus Pro,5512,2017-04-28 00:00:00,2017-09-14 00:00:00
2566,Domzoom,Versie Hillebrand,versie@piedpiper.com,tanja@domzoom.com,Won,GTX Plus Pro,,2017-04-28 00:00:00,2017-12-20 00:00:00
2567,Conecom,Lajuana Vencill,lajuana@piedpiper.com,ivory@conecom.com,Won,GTX Basic,622,2017-04-28 00:00:00,2017-08-30 00:00:00
2568,Scotfind,Zane Levy,zane@piedpiper.com,gordon@scotfind.com,In Progress,GTX Basic,1037,2017-04-29 00:00:00,2017-08-16 00:00:00
2569,Initech,Markita Hansen,markita@piedpiper.com,alejandro@initech.com,In Progress,GTX Basic,4667,2017-04-29 00:00:00,2017-08-27 00:00:00
2570,Ganjaflex,Reed Clapper,reed@piedpiper.com,somer@ganjaflex.com,Won,GTXPro,,2017-04-29 00:00:00,2017-07-16 00:00:00
2571,Bioholding,Cecily Lampkin,cecily@piedpiper.com,bryan@bioholding.com,Lost,GTX Basic,1014,2017-04-29 00:00:00,2017-05-05 00:00:00
2572,Hottechi,Gladys Colclough,gladys@piedpiper.com,juliette@hottechi.com,Lost,MG Special,53,2017-04-29 00:00:00,2017-09-26 00:00:00
2573,Initech,Cassey Cress,cassey@piedpiper.com,alejandro@initech.com,Won,MG Advanced,,2017-04-29 00:00:00,2017-05-19 00:00:00
2574,Stanredtax,Jonathan Berthelot,jonathan@piedpiper.com,candice@stanredtax.com,Lost,GTX Basic,46,2017-04-29 00:00:00,2017-12-07 00:00:00
2575,Konex,Boris Faz,boris@piedpiper.com,delila@konex.com,Lost,MG Advanced,,2017-04-29 00:00:00,2017-05-23 00:00:00
2576,Kan-code,Daniell Hammack,daniell@piedpiper.com,kenton@kan-code.com,Won,MG Special,62,2017-04-29 00:00:00,2017-08-17 00:00:00
2577,Bluth Company,Daniell Hammack,daniell@piedpiper.com,antionette@bluthcompany.com,Won,GTX Plus Basic,,2017-04-29 00:00:00,2017-08-30 00:00:00
2578,Opentech,Boris Faz,boris@piedpiper.com,paola@opentech.com,Lost,GTX Basic,57,2017-04-29 00:00:00,2017-10-11 00:00:00
2579,Rantouch,Vicki Laflamme,vicki@piedpiper.com,maren@rantouch.com,Won,GTX Plus Basic,1193,2017-04-29 00:00:00,2017-06-17 00:00:00
2580,Mathtouch,Donn Cantrell,donn@piedpiper.com,loise@mathtouch.com,Won,MG Advanced,3114,2017-04-29 00:00:00,2017-10-14 00:00:00
2581,Rangreen,Darcel Schlecht,darcel@piedpiper.com,darrel@rangreen.com,Won,MG Advanced,3251,2017-04-29 00:00:00,2017-11-12 00:00:00
2582,J-Texon,Zane Levy,zane@piedpiper.com,winston@j-texon.com,In Progress,GTX Plus Basic,4667,2017-04-29 00:00:00,2017-05-28 00:00:00
2583,Ron-tech,Elease Gluck,elease@piedpiper.com,kelly@ron-tech.com,In Progress,MG Special,492,2017-04-29 00:00:00,2017-06-10 00:00:00
2584,Toughzap,Niesha Huffines,niesha@piedpiper.com,sherman@toughzap.com,Lost,MG Special,53,2017-04-29 00:00:00,2017-07-08 00:00:00
2585,Massive Dynamic,Daniell Hammack,daniell@piedpiper.com,gertrude@massivedynamic.com,Lost,GTXPro,517,2017-04-30 00:00:00,2017-07-09 00:00:00
2586,Groovestreet,Kary Hendrixson,kary@piedpiper.com,natisha@groovestreet.com,Lost,MG Special,588,2017-04-30 00:00:00,2017-07-14 00:00:00
2587,Lexiqvolax,Vicki Laflamme,vicki@piedpiper.com,darryl@lexiqvolax.com,Lost,GTX Basic,1180,2017-04-30 00:00:00,2017-08-16 00:00:00
2588,Condax,Cassey Cress,cassey@piedpiper.com,golda@condax.com,In Progress,MG Advanced,1026,2017-04-30 00:00:00,2017-06-14 00:00:00
2589,Dontechi,Kami Bicknell,kami@piedpiper.com,kristle@dontechi.com,In Progress,GTX Basic,1037,2017-04-30 00:00:00,2017-08-21 00:00:00
2590,Scotfind,Vicki Laflamme,vicki@piedpiper.com,gordon@scotfind.com,Won,MG Advanced,3559,2017-04-30 00:00:00,2017-05-25 00:00:00
2591,Faxquote,Maureen Marcano,maureen@piedpiper.com,gaylord@faxquote.com,Won,GTX Basic,562,2017-04-30 00:00:00,2017-11-27 00:00:00
2592,Dontechi,Lajuana Vencill,lajuana@piedpiper.com,kristle@dontechi.com,Lost,GTX Basic,517,2017-04-30 00:00:00,2017-12-14 00:00:00
2593,The New York Inquirer,Lajuana Vencill,lajuana@piedpiper.com,hai@thenewyorkinquirer.com,In Progress,GTX Basic,4667,2017-04-30 00:00:00,2017-07-05 00:00:00
2594,Inity,Niesha Huffines,niesha@piedpiper.com,palmira@inity.com,Won,GTX Plus Pro,,2017-04-30 00:00:00,2017-08-21 00:00:00
2595,Betatech,Versie Hillebrand,versie@piedpiper.com,genie@betatech.com,Won,MG Advanced,4011,2017-04-30 00:00:00,2017-05-29 00:00:00
2596,Ganjaflex,Cassey Cress,cassey@piedpiper.com,somer@ganjaflex.com,Won,GTX Plus Pro,5301,2017-04-30 00:00:00,2017-07-07 00:00:00
2597,Labdrill,Markita Hansen,markita@piedpiper.com,halley@labdrill.com,Lost,MG Special,50,2017-04-30 00:00:00,2017-11-17 00:00:00
2598,Zencorporation,Rosie Papadopoulos,rosie@piedpiper.com,rosalyn@zencorporation.com,Won,GTXPro,4575,2017-04-30 00:00:00,2017-12-24 00:00:00
2599,Hottechi,Moses Frase,moses@piedpiper.com,juliette@hottechi.com,Won,GTX Basic,537,2017-04-30 00:00:00,2017-12-01 00:00:00
2600,Bluth Company,Violet Mclelland,violet@piedpiper.com,antionette@bluthcompany.com,Won,GTX Plus Basic,,2017-04-30 00:00:00,2017-05-11 00:00:00
2601,Zotware,Wilburn Farren,wilburn@piedpiper.com,shella@zotware.com,In Progress,MG Special,,2017-05-01 00:00:00,2017-09-22 00:00:00
2602,Domzoom,Jonathan Berthelot,jonathan@piedpiper.com,tanja@domzoom.com,Won,MG Advanced,,2017-05-01 00:00:00,2017-06-19 00:00:00
2603,Ontomedia,Markita Hansen,markita@piedpiper.com,nedra@ontomedia.com,In Progress,GTX Basic,487,2017-05-01 00:00:00,2017-11-02 00:00:00
2604,Vehement Capital Partners,Violet Mclelland,violet@piedpiper.com,lavonia@vehementcapitalpartners.com,Lost,GTX Plus Basic,57,2017-05-01 00:00:00,2017-09-06 00:00:00
2605,Betasoloin,Elease Gluck,elease@piedpiper.com,danilo@betasoloin.com,In Progress,MG Special,50,2017-05-01 00:00:00,2017-05-10 00:00:00
2606,Streethex,Cecily Lampkin,cecily@piedpiper.com,junko@streethex.com,Lost,MG Advanced,,2017-05-01 00:00:00,2017-05-20 00:00:00
2607,Labdrill,Kami Bicknell,kami@piedpiper.com,halley@labdrill.com,Won,MG Advanced,2560,2017-05-01 00:00:00,2017-06-19 00:00:00
2608,Bioholding,Moses Frase,moses@piedpiper.com,bryan@bioholding.com,Won,GTX Basic,,2017-05-01 00:00:00,2017-08-03 00:00:00
2609,Ontomedia,Donn Cantrell,donn@piedpiper.com,nedra@ontomedia.com,Lost,GTXPro,1232,2017-05-01 00:00:00,2017-05-18 00:00:00
2610,Umbrella Corporation,Corliss Cosme,corliss@piedpiper.com,orpha@umbrellacorporation.com,Won,GTX Plus Pro,,2017-05-01 00:00:00,2017-10-04 00:00:00
2611,Domzoom,Moses Frase,moses@piedpiper.com,tanja@domzoom.com,In Progress,MG Special,3393,2017-05-01 00:00:00,2017-12-05 00:00:00
2612,dambase,Jonathan Berthelot,jonathan@piedpiper.com,darwin@dambase.com,In Progress,GTX Basic,517,2017-05-01 00:00:00,2017-06-08 00:00:00
2613,dambase,Gladys Colclough,gladys@piedpiper.com,darwin@dambase.com,Won,GTX Plus Pro,5548,2017-05-01 00:00:00,2017-11-10 00:00:00
2614,Blackzim,Zane Levy,zane@piedpiper.com,riley@blackzim.com,Lost,MG Special,487,2017-05-01 00:00:00,2017-11-26 00:00:00
2615,Genco Pura Olive Oil Company,Lajuana Vencill,lajuana@piedpiper.com,karole@gencopuraoliveoilcompany.com,Lost,MG Special,1014,2017-05-01 00:00:00,2017-05-23 00:00:00
2616,Funholding,Zane Levy,zane@piedpiper.com,ying@funholding.com,In Progress,MG Advanced,49,2017-05-01 00:00:00,2017-08-31 00:00:00
2617,Iselectrics,Cassey Cress,cassey@piedpiper.com,mirta@iselectrics.com,In Progress,GTX Plus Basic,50,2017-05-01 00:00:00,2017-09-21 00:00:00
2618,Statholdings,Niesha Huffines,niesha@piedpiper.com,verna@statholdings.com,Lost,GTX Basic,561,2017-05-01 00:00:00,2017-05-24 00:00:00
2619,Genco Pura Olive Oil Company,Jonathan Berthelot,jonathan@piedpiper.com,karole@gencopuraoliveoilcompany.com,Won,GTX Basic,577,2017-05-01 00:00:00,2017-06-04 00:00:00
2620,Bubba Gump,Corliss Cosme,corliss@piedpiper.com,margarito@bubbagump.com,Won,GTXPro,5035,2017-05-02 00:00:00,2017-10-16 00:00:00
2621,Xx-zobam,Donn Cantrell,donn@piedpiper.com,vanessa@xx-zobam.com,Won,GTX Basic,640,2017-05-02 00:00:00,2017-12-21 00:00:00
2622,Bluth Company,Corliss Cosme,corliss@piedpiper.com,antionette@bluthcompany.com,Won,GTX Basic,,2017-05-02 00:00:00,2017-11-13 00:00:00
2623,Condax,Maureen Marcano,maureen@piedpiper.com,golda@condax.com,Won,MG Special,57,2017-05-02 00:00:00,2017-09-08 00:00:00
2624,Conecom,Gladys Colclough,gladys@piedpiper.com,ivory@conecom.com,Won,MG Special,49,2017-05-02 00:00:00,2017-12-15 00:00:00
2625,Dalttechnology,Kami Bicknell,kami@piedpiper.com,nelia@dalttechnology.com,Won,MG Special,42,2017-05-02 00:00:00,2017-08-09 00:00:00
2626,Plussunin,Rosie Papadopoulos,rosie@piedpiper.com,terry@plussunin.com,Won,MG Special,52,2017-05-02 00:00:00,2017-11-23 00:00:00
2627,Codehow,Darcel Schlecht,darcel@piedpiper.com,justine@codehow.com,Lost,GTX Plus Basic,601,2017-05-02 00:00:00,2017-12-09 00:00:00
2628,Warephase,Anna Snelling,anna@piedpiper.com,elisa@warephase.com,Won,GTX Plus Basic,1118,2017-05-02 00:00:00,2017-07-31 00:00:00
2629,Fasehatice,Markita Hansen,markita@piedpiper.com,hsiu@fasehatice.com,In Progress,MG Special,903,2017-05-02 00:00:00,2017-08-10 00:00:00
2630,Y-corporation,Kary Hendrixson,kary@piedpiper.com,rosanne@y-corporation.com,Won,GTX Basic,653,2017-05-02 00:00:00,2017-08-18 00:00:00
2631,Kinnamplus,Violet Mclelland,violet@piedpiper.com,monte@kinnamplus.com,Won,MG Advanced,3342,2017-05-02 00:00:00,2017-05-02 00:00:00
2632,Hottechi,Vicki Laflamme,vicki@piedpiper.com,juliette@hottechi.com,Won,GTX Plus Basic,,2017-05-03 00:00:00,2017-05-06 00:00:00
2633,J-Texon,Markita Hansen,markita@piedpiper.com,winston@j-texon.com,Lost,GTX Basic,4694,2017-05-03 00:00:00,2017-05-07 00:00:00
2634,Streethex,Darcel Schlecht,darcel@piedpiper.com,junko@streethex.com,Lost,GTX Plus Pro,3393,2017-05-03 00:00:00,2017-11-30 00:00:00
2635,Donquadtech,Boris Faz,boris@piedpiper.com,malissa@donquadtech.com,Won,GTXPro,5223,2017-05-03 00:00:00,2017-10-28 00:00:00
2636,Treequote,Marty Freudenburg,marty@piedpiper.com,benny@treequote.com,Won,GTX Plus Basic,1185,2017-05-03 00:00:00,2017-05-11 00:00:00
2637,Mathtouch,Vicki Laflamme,vicki@piedpiper.com,loise@mathtouch.com,In Progress,GTX Basic,3393,2017-05-03 00:00:00,2017-08-05 00:00:00
2638,Condax,Moses Frase,moses@piedpiper.com,golda@condax.com,Lost,GTX Plus Pro,3393,2017-05-03 00:00:00,2017-05-15 00:00:00
2639,Donquadtech,Wilburn Farren,wilburn@piedpiper.com,malissa@donquadtech.com,Won,GTX Plus Basic,995,2017-05-03 00:00:00,2017-12-10 00:00:00
2640,Sunnamplex,Kary Hendrixson,kary@piedpiper.com,maxie@sunnamplex.com,Lost,GTX Basic,,2017-05-03 00:00:00,2017-10-11 00:00:00
2641,Y-corporation,James Ascencio,james@piedpiper.com,rosanne@y-corporation.com,Lost,GTXPro,1540,2017-05-03 00:00:00,2017-09-11 00:00:00
2642,Codehow,Marty Freudenburg,marty@piedpiper.com,justine@codehow.com,Won,MG Advanced,3458,2017-05-03 00:00:00,2017-11-21 00:00:00
2643,Isdom,Darcel Schlecht,darcel@piedpiper.com,corrinne@isdom.com,In Progress,GTXPro,1000,2017-05-03 00:00:00,2017-12-23 00:00:00
2644,Initech,Gladys Colclough,gladys@piedpiper.com,alejandro@initech.com,In Progress,GTX Basic,1026,2017-05-03 00:00:00,2017-08-27 00:00:00
2645,Zathunicon,Wilburn Farren,wilburn@piedpiper.com,williemae@zathunicon.com,Lost,MG Special,50,2017-05-03 00:00:00,2017-06-27 00:00:00
2646,Cancity,Marty Freudenburg,marty@piedpiper.com,faviola@cancity.com,Lost,MG Advanced,590,2017-05-03 00:00:00,2017-10-25 00:00:00
2647,Cancity,Marty Freudenburg,marty@piedpiper.com,faviola@cancity.com,Won,MG Special,56,2017-05-03 00:00:00,2017-11-15 00:00:00
2648,Cancity,Gladys Colclough,gladys@piedpiper.com,faviola@cancity.com,Won,MG Advanced,2931,2017-05-03 00:00:00,2017-10-19 00:00:00
2649,Konex,Reed Clapper,reed@piedpiper.com,delila@konex.com,Won,GTX Plus Pro,6767,2017-05-03 00:00:00,2017-11-09 00:00:00
2650,Konmatfix,Moses Frase,moses@piedpiper.com,ivana@konmatfix.com,Won,GTX Plus Basic,1001,2017-05-03 00:00:00,2017-10-20 00:00:00
2651,Finjob,Vicki Laflamme,vicki@piedpiper.com,belinda@finjob.com,Won,MG Special,50,2017-05-03 00:00:00,2017-07-17 00:00:00
2652,Initech,Rosie Papadopoulos,rosie@piedpiper.com,alejandro@initech.com,Won,GTX Plus Pro,5582,2017-05-04 00:00:00,2017-06-18 00:00:00
2653,Plexzap,Maureen Marcano,maureen@piedpiper.com,titus@plexzap.com,Won,GTX Plus Pro,4519,2017-05-04 00:00:00,2017-05-08 00:00:00
2654,Inity,Darcel Schlecht,darcel@piedpiper.com,palmira@inity.com,Won,GTX Plus Basic,1189,2017-05-04 00:00:00,2017-07-05 00:00:00
2655,Singletechno,Zane Levy,zane@piedpiper.com,tambra@singletechno.com,Won,GTX Plus Pro,,2017-05-04 00:00:00,2017-09-26 00:00:00
2656,Genco Pura Olive Oil Company,Moses Frase,moses@piedpiper.com,karole@gencopuraoliveoilcompany.com,Lost,MG Special,487,2017-05-04 00:00:00,2017-11-17 00:00:00
2657,Newex,Rosalina Dieter,rosalina@piedpiper.com,pedro@newex.com,Won,MG Special,48,2017-05-04 00:00:00,2017-07-22 00:00:00
2658,Donware,Garret Kinder,garret@piedpiper.com,eleonore@donware.com,Won,MG Special,55,2017-05-04 00:00:00,2017-10-15 00:00:00
